gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	acceptedNameUsage	acceptedNameUsageID	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	basisOfRecord	bed	behavior	catalogNumber	class	collectionCode	collectionID	continent	coordinatePrecision	coordinateUncertaintyInMeters	country	countryCode	county	dataGeneralizations	datasetID	datasetName	dateIdentified	day	decimalLatitude	decimalLongitude	disposition	dynamicProperties	earliestAgeOrLowestStage	earliestEonOrLowestEonothem	earliestEpochOrLowestSeries	earliestEraOrLowestErathem	earliestPeriodOrLowestSystem	endDayOfYear	establishmentMeans	eventDate	eventID	eventRemarks	eventTime	family	fieldNotes	fieldNumber	footprintSRS	footprintSpatialFit	footprintWKT	formation	genus	geodeticDatum	geologicalContextID	georeferencedDate	georeferenceProtocol	georeferenceRemarks	georeferenceSources	georeferenceVerificationStatus	georeferencedBy	group	habitat	higherClassification	higherGeography	higherGeographyID	highestBiostratigraphicZone	identificationID	identificationQualifier	identificationReferences	identificationRemarks	identificationVerificationStatus	identifiedBy	individualCount	individualID	informationWithheld	infraspecificEpithet	institutionCode	institutionID	island	islandGroup	kingdom	latestAgeOrHighestStage	latestEonOrHighestEonothem	latestEpochOrHighestSeries	latestEraOrHighestErathem	latestPeriodOrHighestSystem	lifeStage	lithostratigraphicTerms	locality	locationAccordingTo	locationID	locationRemarks	lowestBiostratigraphicZone	materialSampleID	maximumDepthInMeters	maximumDistanceAboveSurfaceInMeters	maximumElevationInMeters	member	minimumDepthInMeters	minimumDistanceAboveSurfaceInMeters	minimumElevationInMeters	month	municipality	nameAccordingTo	nameAccordingToID	namePublishedIn	namePublishedInID	namePublishedInYear	nomenclaturalCode	nomenclaturalStatus	occurrenceDetails	occurrenceID	occurrenceRemarks	occurrenceStatus	order	originalNameUsage	originalNameUsageID	otherCatalogNumbers	ownerInstitutionCode	parentNameUsage	parentNameUsageID	phylum	pointRadiusSpatialFit	preparations	previousIdentifications	recordNumber	recordedBy	reproductiveCondition	samplingEffort	samplingProtocol	scientificName	scientificNameAuthorship	scientificNameID	sex	specificEpithet	startDayOfYear	stateProvince	subgenus	taxonConceptID	taxonID	taxonRank	taxonRemarks	taxonomicStatus	typeStatus	verbatimCoordinateSystem	verbatimCoordinates	verbatimDepth	verbatimElevation	verbatimEventDate	verbatimLatitude	verbatimLocality	verbatimLongitude	verbatimSRS	verbatimTaxonRank	vernacularName	waterBody	year
50280003																																																															Voucher			17815	Aves	Birds		North America			Puerto Rico							18																Rallidae							Porphyrula																				Struthers, P.H.					UNSM				Animalia								"Anegado, Bajo [On original tag as ""Anegado Lagoon""]"													2													Gruiformes							Chordata					Struthers, P.H.				Porphyrula martinica				martinica															18.27N		66.07W					1922
477550574																																																															PreservedSpecimen			149620	Aves	Bird		Caribbean Sea	0		Puerto Rico							8																Strigidae							Otus																								nudipes	MCZ				Animalia								Ancones								45.72				45.72	8													Strigiformes							Chordata					Agrait, M.				Otus nudipes nudipes				nudipes		San German													18d 4m s N		67d 3m s W					1930
239703844																																																															Voucher			16689	Mammalia	Mamm		Greater Antilles			Puerto Rico							27																Phyllostomidae							Artibeus																				Genoways, H.H.					UNSM				Animalia								San Juan, Univ. Puerto Rico Campus													4													Chiroptera							Chordata					Phillips, C.J.				Artibeus jamaicensis jamaicensis				jamaicensis															018.28N		066.07W					1987
239703843																																																															Voucher			16688	Mammalia	Mamm		Greater Antilles			Puerto Rico							27																Phyllostomidae							Artibeus																				Genoways, H.H.					UNSM				Animalia								San Juan, Univ. Puerto Rico Campus													4													Chiroptera							Chordata					Phillips, C.J.				Artibeus jamaicensis jamaicensis				jamaicensis															018.28N		066.07W					1987
239703833																																																															Voucher			16678	Mammalia	Mamm		Greater Antilles			Puerto Rico							22																Phyllostomidae							Artibeus																				Genoways, H.H.					UNSM				Animalia								San Juan, Univ. Puerto Rico Campus													4													Chiroptera							Chordata					Phillips, C.J.				Artibeus jamaicensis jamaicensis				jamaicensis															018.28N		066.07W					1987
477550692																																																															PreservedSpecimen			154507	Aves	Bird		Caribbean Sea	0		Puerto Rico							3																Strigidae							Otus																								nudipes	MCZ				Animalia								Retiro								45.72				45.72	3													Strigiformes							Chordata					Agrait, M.				Otus nudipes nudipes				nudipes		San German													18d 4m s N		67d 1m s W					1931
239703830																																																															Voucher			16675	Mammalia	Mamm		Greater Antilles			Puerto Rico							20																Phyllostomidae							Artibeus																				Genoways, H.H.					UNSM				Animalia								San Juan, Univ. Puerto Rico Campus													4													Chiroptera							Chordata					Phillips, C.J.				Artibeus jamaicensis jamaicensis				jamaicensis															018.28N		066.07W					1987
50280000																																																															Voucher			17765	Aves	Birds		North America			Puerto Rico							5																Rallidae							Porzana																				Struthers, P.H.					UNSM				Animalia								Boqueron													3													Gruiformes							Chordata					Struthers, P.H.				Porzana carolina				carolina															18.02N		67.10W					1921
239703821																																																															Voucher			16666	Mammalia	Mamm		Greater Antilles			Puerto Rico							18																Phyllostomidae							Artibeus																				Genoways, H.H.					UNSM				Animalia								San Juan, Univ. Puerto Rico Campus													4													Chiroptera							Chordata					Phillips, C.J.				Artibeus jamaicensis jamaicensis				jamaicensis															018.28N		066.07W					1987
477550691																																																															PreservedSpecimen			149621	Aves	Bird		Caribbean Sea	0		Puerto Rico							8																Strigidae							Otus																								nudipes	MCZ				Animalia								Ancones								45.72				45.72	8													Strigiformes							Chordata					Agrait, M.				Otus nudipes nudipes				nudipes		San German													18d 4m s N		67d 3m s W					1930
239703834																																																															Voucher			16679	Mammalia	Mamm		Greater Antilles			Puerto Rico							22																Phyllostomidae							Artibeus																				Genoways, H.H.					UNSM				Animalia								San Juan, Univ. Puerto Rico Campus													4													Chiroptera							Chordata					Phillips, C.J.				Artibeus jamaicensis jamaicensis				jamaicensis															018.28N		066.07W					1987
239703846																																																															Voucher			16691	Mammalia	Mamm		Greater Antilles			Puerto Rico							1																Phyllostomidae							Artibeus																				Genoways, H.H.					UNSM				Animalia								San Juan, Univ. Puerto Rico Campus													5													Chiroptera							Chordata					Phillips, C.J.				Artibeus jamaicensis jamaicensis				jamaicensis															018.28N		066.07W					1987
239703814																																																															Voucher			16659	Mammalia	Mamm		Greater Antilles			Puerto Rico							16																Phyllostomidae							Artibeus																				Genoways, H.H.					UNSM				Animalia								San Juan, Univ. Puerto Rico Campus													4													Chiroptera							Chordata					Phillips, C.J.				Artibeus jamaicensis jamaicensis				jamaicensis															018.28N		066.07W					1987
239703827																																																															Voucher			16672	Mammalia	Mamm		Greater Antilles			Puerto Rico							20																Phyllostomidae							Artibeus																				Genoways, H.H.					UNSM				Animalia								San Juan, Univ. Puerto Rico Campus													4													Chiroptera							Chordata					Phillips, C.J.				Artibeus jamaicensis jamaicensis				jamaicensis															018.28N		066.07W					1987
239703828																																																															Voucher			16673	Mammalia	Mamm		Greater Antilles			Puerto Rico							20																Phyllostomidae							Artibeus																				Genoways, H.H.					UNSM				Animalia								San Juan, Univ. Puerto Rico Campus													4													Chiroptera							Chordata					Phillips, C.J.				Artibeus jamaicensis jamaicensis				jamaicensis															018.28N		066.07W					1987
50225819																																																															Voucher			17795	Aves	Birds		North America			Puerto Rico							23																Ardeidae							Nyctanassa																				Struthers, P.H.					UNSM				Animalia								Boqueron													9													Ciconiiformes							Chordata					Struthers, P.H.				Nyctanassa violacea				violacea															18.02N		67.10W					1921
239703845																																																															Voucher			16690	Mammalia	Mamm		Greater Antilles			Puerto Rico							27																Phyllostomidae							Artibeus																				Genoways, H.H.					UNSM				Animalia								San Juan, Univ. Puerto Rico Campus													4													Chiroptera							Chordata					Phillips, C.J.				Artibeus jamaicensis jamaicensis				jamaicensis															018.28N		066.07W					1987
50137374																																																															Voucher			17792	Aves	Birds		North America			Puerto Rico							10																Charadriidae							Charadrius																				Struthers, P.H.					UNSM				Animalia								Boqueron													8													Charadriiformes							Chordata					Struthers, P.H.				Charadrius wilsonia rufinuchus				wilsonia															18.02N		67.10W					1921
239703840																																																															Voucher			16685	Mammalia	Mamm		Greater Antilles			Puerto Rico							24																Phyllostomidae							Artibeus																				Genoways, H.H.					UNSM				Animalia								San Juan, Univ. Puerto Rico Campus													4													Chiroptera							Chordata					Phillips, C.J.				Artibeus jamaicensis jamaicensis				jamaicensis															018.28N		066.07W					1987
239703847																																																															Voucher			16692	Mammalia	Mamm		Greater Antilles			Puerto Rico							1																Phyllostomidae							Artibeus																				Genoways, H.H.					UNSM				Animalia								San Juan, Univ. Puerto Rico Campus													5													Chiroptera							Chordata					Phillips, C.J.				Artibeus jamaicensis jamaicensis				jamaicensis															018.28N		066.07W					1987
239703848																																																															Voucher			16693	Mammalia	Mamm		Greater Antilles			Puerto Rico							1																Phyllostomidae							Artibeus																				Genoways, H.H.					UNSM				Animalia								San Juan, Univ. Puerto Rico Campus													5													Chiroptera							Chordata					Phillips, C.J.				Artibeus jamaicensis jamaicensis				jamaicensis															018.28N		066.07W					1987
50159237																																																															Voucher			17764	Aves	Birds		North America			Puerto Rico							5																Ardeidae							Egretta																				Struthers, P.H.					UNSM				Animalia								Boqueron													3													Ciconiiformes							Chordata					Struthers, P.H.				Egretta thula candidissamo				thula															18.02N		67.10W					1921
239703829																																																															Voucher			16674	Mammalia	Mamm		Greater Antilles			Puerto Rico							20																Phyllostomidae							Artibeus																				Genoways, H.H.					UNSM				Animalia								San Juan, Univ. Puerto Rico Campus													4													Chiroptera							Chordata					Phillips, C.J.				Artibeus jamaicensis jamaicensis				jamaicensis															018.28N		066.07W					1987
859366158																										urn:catalog:AMNH:Mammals:M-239116									en				2013-08-07															PhysicalObject									PreservedSpecimen			M-239116	Mammalia	Mammals		West Indies			Puerto Rico							17										48	native	1969-02-17				Delphinidae							Stenella											Animalia;Chordata;Mammalia;Cetacea;Delphinidae;Stenella	West Indies;Puerto Rico;;;Puerto Rico;Greater Antilles;Caribbean Sea;									1				AMNH	urn:lsid:biocol.org:col:34925	Puerto Rico	Greater Antilles	Animalia								Off Puerto Rico.													2							ICZN					present	Cetacea							Chordata		Skull, Skeleton, Cranium and Mandible, Complete Post Cranial, Not Mounted, Disarticulated		EDM-809	E. D. Mitchell				Stenella frontalis			male	frontalis	48					species								1969-02-17	17 25  N	West Indies; Puerto Rico; ; ; ; ; Caribbean Sea; ; Greater Antilles; Puerto Rico; West Indies; Puerto Rico; ; ; ; ; Caribbean Sea; ; Greater Antilles; Puerto Rico; Off Puerto Rico.	067 13  W				Caribbean Sea	1969
239703815																																																															Voucher			16660	Mammalia	Mamm		Greater Antilles			Puerto Rico							16																Phyllostomidae							Artibeus																				Genoways, H.H.					UNSM				Animalia								San Juan, Univ. Puerto Rico Campus													4													Chiroptera							Chordata					Phillips, C.J.				Artibeus jamaicensis jamaicensis				jamaicensis															018.28N		066.07W					1987
239703818																																																															Voucher			16663	Mammalia	Mamm		Greater Antilles			Puerto Rico							17																Phyllostomidae							Artibeus																				Genoways, H.H.					UNSM				Animalia								San Juan, Univ. Puerto Rico Campus													4													Chiroptera							Chordata					Phillips, C.J.				Artibeus jamaicensis jamaicensis				jamaicensis															018.28N		066.07W					1987
239703837																																																															Voucher			16682	Mammalia	Mamm		Greater Antilles			Puerto Rico							24																Phyllostomidae							Artibeus																				Genoways, H.H.					UNSM				Animalia								San Juan, Univ. Puerto Rico Campus													4													Chiroptera							Chordata					Phillips, C.J.				Artibeus jamaicensis jamaicensis				jamaicensis															018.28N		066.07W					1987
239703819																																																															Voucher			16664	Mammalia	Mamm		Greater Antilles			Puerto Rico							18																Phyllostomidae							Artibeus																				Genoways, H.H.					UNSM				Animalia								San Juan, Univ. Puerto Rico Campus													4													Chiroptera							Chordata					Phillips, C.J.				Artibeus jamaicensis jamaicensis				jamaicensis															018.28N		066.07W					1987
239703839																																																															Voucher			16684	Mammalia	Mamm		Greater Antilles			Puerto Rico							24																Phyllostomidae							Artibeus																				Genoways, H.H.					UNSM				Animalia								San Juan, Univ. Puerto Rico Campus													4													Chiroptera							Chordata					Phillips, C.J.				Artibeus jamaicensis jamaicensis				jamaicensis															018.28N		066.07W					1987
239717177																																																															Voucher			17767	Aves	Birds		North America			Puerto Rico							5																Rallidae							Rallus																				Struthers, P.H.					UNSM				Animalia								Boqueron													3													Gruiformes							Chordata					Struthers, P.H.				Rallus longirostris caribaeus				longirostris															18.02N		67.10W					1921
911537961		not-for-profit use only																								URI:catalog:ROM:Reptiles and Amphibians:16170									en				2014-11-19							http://creativecommons.org/licenses/by-nc/3.0/	Royal Ontario Museum; ROM							PhysicalObject									PreservedSpecimen			16170	Reptilia	Reptiles and Amphibians	urn:lsid:biocol.org:col:34833	Caribbean			Puerto Rico					Herpetology	19860715	18												1986-4-18				Iguanidae							Anolis				MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices							Animalia; Chordata; Reptilia; Squamata; Iguanidae; Anolis	Caribbean; Puerto Rico								Gracie, A.	1				Royal Ontario Museum: ROM				Animalia								Carite Forest Reserve, Cayey Mountains, SE interior													4													Squamata							Chordata		whole animal (ETOH)			Gracie, A.; Woodward, S.				Anolis cristatellus				cristatellus											1813N;06604W			19860418		Carite Forest Reserve, Cayey Mountains, SE interior						1986
911537890		not-for-profit use only																								URI:catalog:ROM:Reptiles and Amphibians:16167									en				2014-11-19							http://creativecommons.org/licenses/by-nc/3.0/	Royal Ontario Museum; ROM							PhysicalObject									PreservedSpecimen			16167	Reptilia	Reptiles and Amphibians	urn:lsid:biocol.org:col:34833	Caribbean			Puerto Rico					Herpetology	19860715	18												1986-4-18				Iguanidae							Anolis				MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices							Animalia; Chordata; Reptilia; Squamata; Iguanidae; Anolis	Caribbean; Puerto Rico								Gracie, A.	1				Royal Ontario Museum: ROM				Animalia								Carite Forest Reserve, Cayey Mountains, SE interior													4													Squamata							Chordata		whole animal (ETOH)			Gracie, A.; Woodward, S.				Anolis cristatellus				cristatellus											1813N;06604W			19860418		Carite Forest Reserve, Cayey Mountains, SE interior						1986
911537928		not-for-profit use only																								URI:catalog:ROM:Reptiles and Amphibians:16161									en				2014-11-19							http://creativecommons.org/licenses/by-nc/3.0/	Royal Ontario Museum; ROM							PhysicalObject									PreservedSpecimen			16161	Reptilia	Reptiles and Amphibians	urn:lsid:biocol.org:col:34833	Caribbean			Puerto Rico					Herpetology	19860715	18												1986-4-18				Iguanidae							Anolis				MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices							Animalia; Chordata; Reptilia; Squamata; Iguanidae; Anolis	Caribbean; Puerto Rico								Gracie, A.	1				Royal Ontario Museum: ROM				Animalia								Carite Forest Reserve, Cayey Mountains, SE interior													4													Squamata							Chordata		whole animal (ETOH)			Gracie, A.; Woodward, S.				Anolis krugi				krugi											1813N;06604W			19860418		Carite Forest Reserve, Cayey Mountains, SE interior						1986
911538000		not-for-profit use only																								URI:catalog:ROM:Reptiles and Amphibians:16164									en				2014-11-19							http://creativecommons.org/licenses/by-nc/3.0/	Royal Ontario Museum; ROM							PhysicalObject									PreservedSpecimen			16164	Reptilia	Reptiles and Amphibians	urn:lsid:biocol.org:col:34833	Caribbean			Puerto Rico					Herpetology	19860715	18												1986-4-18				Iguanidae							Anolis				MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices							Animalia; Chordata; Reptilia; Squamata; Iguanidae; Anolis	Caribbean; Puerto Rico								Gracie, A.	1				Royal Ontario Museum: ROM				Animalia								Carite Forest Reserve, Cayey Mountains, SE interior													4													Squamata							Chordata		whole animal (ETOH)			Gracie, A.; Woodward, S.				Anolis krugi				krugi											1813N;06604W			19860418		Carite Forest Reserve, Cayey Mountains, SE interior						1986
911537974		not-for-profit use only																								URI:catalog:ROM:Reptiles and Amphibians:16163									en				2014-11-19							http://creativecommons.org/licenses/by-nc/3.0/	Royal Ontario Museum; ROM							PhysicalObject									PreservedSpecimen			16163	Reptilia	Reptiles and Amphibians	urn:lsid:biocol.org:col:34833	Caribbean			Puerto Rico					Herpetology	19860715	18												1986-4-18				Iguanidae							Anolis				MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices							Animalia; Chordata; Reptilia; Squamata; Iguanidae; Anolis	Caribbean; Puerto Rico								Gracie, A.	1				Royal Ontario Museum: ROM				Animalia								Carite Forest Reserve, Cayey Mountains, SE interior													4													Squamata							Chordata		whole animal (ETOH)			Gracie, A.; Woodward, S.				Anolis krugi				krugi											1813N;06604W			19860418		Carite Forest Reserve, Cayey Mountains, SE interior						1986
911537913		not-for-profit use only																								URI:catalog:ROM:Reptiles and Amphibians:16168									en				2014-11-19							http://creativecommons.org/licenses/by-nc/3.0/	Royal Ontario Museum; ROM							PhysicalObject									PreservedSpecimen			16168	Reptilia	Reptiles and Amphibians	urn:lsid:biocol.org:col:34833	Caribbean			Puerto Rico					Herpetology	19860715	18												1986-4-18				Iguanidae							Anolis				MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices							Animalia; Chordata; Reptilia; Squamata; Iguanidae; Anolis	Caribbean; Puerto Rico								Gracie, A.	1				Royal Ontario Museum: ROM				Animalia								Carite Forest Reserve, Cayey Mountains, SE interior													4													Squamata							Chordata		whole animal (ETOH)			Gracie, A.; Woodward, S.				Anolis cristatellus				cristatellus											1813N;06604W			19860418		Carite Forest Reserve, Cayey Mountains, SE interior						1986
911537950		not-for-profit use only																								URI:catalog:ROM:Reptiles and Amphibians:16162									en				2014-11-19							http://creativecommons.org/licenses/by-nc/3.0/	Royal Ontario Museum; ROM							PhysicalObject									PreservedSpecimen			16162	Reptilia	Reptiles and Amphibians	urn:lsid:biocol.org:col:34833	Caribbean			Puerto Rico					Herpetology	19860715	18												1986-4-18				Iguanidae							Anolis				MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices							Animalia; Chordata; Reptilia; Squamata; Iguanidae; Anolis	Caribbean; Puerto Rico								Gracie, A.	1				Royal Ontario Museum: ROM				Animalia								Carite Forest Reserve, Cayey Mountains, SE interior													4													Squamata							Chordata		whole animal (ETOH)			Gracie, A.; Woodward, S.				Anolis krugi				krugi											1813N;06604W			19860418		Carite Forest Reserve, Cayey Mountains, SE interior						1986
911537937		not-for-profit use only																								URI:catalog:ROM:Reptiles and Amphibians:16169									en				2014-11-19							http://creativecommons.org/licenses/by-nc/3.0/	Royal Ontario Museum; ROM							PhysicalObject									PreservedSpecimen			16169	Reptilia	Reptiles and Amphibians	urn:lsid:biocol.org:col:34833	Caribbean			Puerto Rico					Herpetology	19860715	18												1986-4-18				Iguanidae							Anolis				MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices							Animalia; Chordata; Reptilia; Squamata; Iguanidae; Anolis	Caribbean; Puerto Rico								Gracie, A.	1				Royal Ontario Museum: ROM				Animalia								Carite Forest Reserve, Cayey Mountains, SE interior													4													Squamata							Chordata		whole animal (ETOH)			Gracie, A.; Woodward, S.				Anolis cristatellus				cristatellus											1813N;06604W			19860418		Carite Forest Reserve, Cayey Mountains, SE interior						1986
911537866		not-for-profit use only																								URI:catalog:ROM:Reptiles and Amphibians:16166									en				2014-11-19							http://creativecommons.org/licenses/by-nc/3.0/	Royal Ontario Museum; ROM							PhysicalObject									PreservedSpecimen			16166	Reptilia	Reptiles and Amphibians	urn:lsid:biocol.org:col:34833	Caribbean			Puerto Rico					Herpetology	19860715	18												1986-4-18				Iguanidae							Anolis				MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices							Animalia; Chordata; Reptilia; Squamata; Iguanidae; Anolis	Caribbean; Puerto Rico								Gracie, A.	1				Royal Ontario Museum: ROM				Animalia								Carite Forest Reserve, Cayey Mountains, SE interior													4													Squamata							Chordata		whole animal (ETOH)			Gracie, A.; Woodward, S.				Anolis cristatellus				cristatellus											1813N;06604W			19860418		Carite Forest Reserve, Cayey Mountains, SE interior						1986
911537991		not-for-profit use only																								URI:catalog:ROM:Reptiles and Amphibians:16171									en				2014-11-19							http://creativecommons.org/licenses/by-nc/3.0/	Royal Ontario Museum; ROM							PhysicalObject									PreservedSpecimen			16171	Reptilia	Reptiles and Amphibians	urn:lsid:biocol.org:col:34833	Caribbean			Puerto Rico					Herpetology	19860715	18												1986-4-18				Iguanidae							Anolis				MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices							Animalia; Chordata; Reptilia; Squamata; Iguanidae; Anolis	Caribbean; Puerto Rico								Gracie, A.	1				Royal Ontario Museum: ROM				Animalia								Carite Forest Reserve, Cayey Mountains, SE interior													4													Squamata							Chordata		whole animal (ETOH)			Gracie, A.; Woodward, S.				Anolis cristatellus				cristatellus											1813N;06604W			19860418		Carite Forest Reserve, Cayey Mountains, SE interior						1986
911537939		not-for-profit use only																								URI:catalog:ROM:Reptiles and Amphibians:16178									en				2014-11-19							http://creativecommons.org/licenses/by-nc/3.0/	Royal Ontario Museum; ROM							PhysicalObject									PreservedSpecimen			16178	Reptilia	Reptiles and Amphibians	urn:lsid:biocol.org:col:34833	Caribbean			Puerto Rico					Herpetology	19860715	20												1986-4-20				Iguanidae							Anolis				MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices							Animalia; Chordata; Reptilia; Squamata; Iguanidae; Anolis	Caribbean; Puerto Rico								Gracie, A.	1				Royal Ontario Museum: ROM				Animalia								Guajataca Forest Reserve, vicinity of Biologist's Office, NE interior of island													4													Squamata							Chordata		whole animal (ETOH)			Woodward, S.M.				Anolis cristatellus				cristatellus											1825N;06658W			19860420		Guajataca Forest Reserve, vicinity of Biologist's Office, NE interior of island						1986
911538067		not-for-profit use only																								URI:catalog:ROM:Reptiles and Amphibians:16175									en				2014-11-19							http://creativecommons.org/licenses/by-nc/3.0/	Royal Ontario Museum; ROM							PhysicalObject									PreservedSpecimen			16175	Reptilia	Reptiles and Amphibians	urn:lsid:biocol.org:col:34833	Caribbean			Puerto Rico					Herpetology	19860715	20												1986-4-20				Iguanidae							Anolis				MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices							Animalia; Chordata; Reptilia; Squamata; Iguanidae; Anolis	Caribbean; Puerto Rico								Gracie, A.	1				Royal Ontario Museum: ROM				Animalia								Guajataca Forest Reserve, vicinity of Biologist's Office, NE interior of island													4													Squamata							Chordata		whole animal (ETOH)			Woodward, S.M.				Anolis cristatellus				cristatellus											1825N;06658W			19860420		Guajataca Forest Reserve, vicinity of Biologist's Office, NE interior of island						1986
911537906		not-for-profit use only																								URI:catalog:ROM:Reptiles and Amphibians:16177									en				2014-11-19							http://creativecommons.org/licenses/by-nc/3.0/	Royal Ontario Museum; ROM							PhysicalObject									PreservedSpecimen			16177	Reptilia	Reptiles and Amphibians	urn:lsid:biocol.org:col:34833	Caribbean			Puerto Rico					Herpetology	19860715	20												1986-4-20				Iguanidae							Anolis				MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices							Animalia; Chordata; Reptilia; Squamata; Iguanidae; Anolis	Caribbean; Puerto Rico								Gracie, A.	1				Royal Ontario Museum: ROM				Animalia								Guajataca Forest Reserve, vicinity of Biologist's Office, NE interior of island													4													Squamata							Chordata		whole animal (ETOH)			Woodward, S.M.				Anolis cristatellus				cristatellus											1825N;06658W			19860420		Guajataca Forest Reserve, vicinity of Biologist's Office, NE interior of island						1986
911537874		not-for-profit use only																								URI:catalog:ROM:Reptiles and Amphibians:16176									en				2014-11-19							http://creativecommons.org/licenses/by-nc/3.0/	Royal Ontario Museum; ROM							PhysicalObject									PreservedSpecimen			16176	Reptilia	Reptiles and Amphibians	urn:lsid:biocol.org:col:34833	Caribbean			Puerto Rico					Herpetology	19860715	20												1986-4-20				Iguanidae							Anolis				MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices							Animalia; Chordata; Reptilia; Squamata; Iguanidae; Anolis	Caribbean; Puerto Rico								Gracie, A.	1				Royal Ontario Museum: ROM				Animalia								Guajataca Forest Reserve, vicinity of Biologist's Office, NE interior of island													4													Squamata							Chordata		whole animal (ETOH)			Woodward, S.M.				Anolis cristatellus				cristatellus											1825N;06658W			19860420		Guajataca Forest Reserve, vicinity of Biologist's Office, NE interior of island						1986
911538015		not-for-profit use only																								URI:catalog:ROM:Reptiles and Amphibians:16173									en				2014-11-19							http://creativecommons.org/licenses/by-nc/3.0/	Royal Ontario Museum; ROM							PhysicalObject									PreservedSpecimen			16173	Reptilia	Reptiles and Amphibians	urn:lsid:biocol.org:col:34833	Caribbean			Puerto Rico					Herpetology	19860715	20												1986-4-20				Iguanidae							Anolis				MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices							Animalia; Chordata; Reptilia; Squamata; Iguanidae; Anolis	Caribbean; Puerto Rico								Gracie, A.	1				Royal Ontario Museum: ROM				Animalia								Guajataca Forest Reserve, vicinity of Biologist's Office, NE interior of island													4													Squamata							Chordata		whole animal (ETOH)			Woodward, S.M.				Anolis cristatellus				cristatellus											1825N;06658W			19860420		Guajataca Forest Reserve, vicinity of Biologist's Office, NE interior of island						1986
911538022		not-for-profit use only																								URI:catalog:ROM:Reptiles and Amphibians:16165									en				2014-11-19							http://creativecommons.org/licenses/by-nc/3.0/	Royal Ontario Museum; ROM							PhysicalObject									PreservedSpecimen			16165	Reptilia	Reptiles and Amphibians	urn:lsid:biocol.org:col:34833	Caribbean			Puerto Rico					Herpetology	19860715	18												1986-4-18				Iguanidae							Anolis				MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices							Animalia; Chordata; Reptilia; Squamata; Iguanidae; Anolis	Caribbean; Puerto Rico								Gracie, A.	1				Royal Ontario Museum: ROM				Animalia								Carite Forest Reserve, Cayey Mountains, SE interior													4													Squamata							Chordata		whole animal (ETOH)			Gracie, A.; Woodward, S.				Anolis cristatellus				cristatellus											1813N;06604W			19860418		Carite Forest Reserve, Cayey Mountains, SE interior						1986
911538045		not-for-profit use only																								URI:catalog:ROM:Reptiles and Amphibians:16174									en				2014-11-19							http://creativecommons.org/licenses/by-nc/3.0/	Royal Ontario Museum; ROM							PhysicalObject									PreservedSpecimen			16174	Reptilia	Reptiles and Amphibians	urn:lsid:biocol.org:col:34833	Caribbean			Puerto Rico					Herpetology	19860715	20												1986-4-20				Iguanidae							Anolis				MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices							Animalia; Chordata; Reptilia; Squamata; Iguanidae; Anolis	Caribbean; Puerto Rico								Gracie, A.	1				Royal Ontario Museum: ROM				Animalia								Guajataca Forest Reserve, vicinity of Biologist's Office, NE interior of island													4													Squamata							Chordata		whole animal (ETOH)			Woodward, S.M.				Anolis cristatellus				cristatellus											1825N;06658W			19860420		Guajataca Forest Reserve, vicinity of Biologist's Office, NE interior of island						1986
1019692255																										http://coldb.mnhn.fr/catalognumber/mnhn/im/2000-23729																																					PreservedSpecimen			2000-23729		IM					PUERTO RICO																																																			1				MNHN												islets to north east,						2				1													http://coldb.mnhn.fr/catalognumber/mnhn/im/2000-23729																			Eratoidea viequesa McCleery, 2011	McCleery, 2011												HOLOTYPE						18°05.9'N		65°34.5'W					
