gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	acceptedNameUsage	acceptedNameUsageID	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	basisOfRecord	bed	behavior	catalogNumber	class	collectionCode	collectionID	continent	countryCode	county	dataGeneralizations	datasetID	datasetName	dateIdentified	day	decimalLatitude	decimalLongitude	disposition	dynamicProperties	earliestAgeOrLowestStage	earliestEonOrLowestEonothem	earliestEpochOrLowestSeries	earliestEraOrLowestErathem	earliestPeriodOrLowestSystem	endDayOfYear	establishmentMeans	eventDate	eventID	eventRemarks	eventTime	family	fieldNotes	fieldNumber	footprintSRS	footprintSpatialFit	footprintWKT	formation	genus	geologicalContextID	georeferencedDate	georeferenceProtocol	georeferenceRemarks	georeferenceSources	georeferenceVerificationStatus	georeferencedBy	group	habitat	higherClassification	higherGeography	higherGeographyID	highestBiostratigraphicZone	identificationID	identificationQualifier	identificationReferences	identificationRemarks	identificationVerificationStatus	identifiedBy	individualCount	individualID	informationWithheld	infraspecificEpithet	institutionCode	institutionID	island	islandGroup	kingdom	latestAgeOrHighestStage	latestEonOrHighestEonothem	latestEpochOrHighestSeries	latestEraOrHighestErathem	latestPeriodOrHighestSystem	lifeStage	lithostratigraphicTerms	locality	locationAccordingTo	locationID	locationRemarks	lowestBiostratigraphicZone	materialSampleID	maximumDistanceAboveSurfaceInMeters	member	minimumDistanceAboveSurfaceInMeters	month	municipality	nameAccordingTo	nameAccordingToID	namePublishedIn	namePublishedInID	namePublishedInYear	nomenclaturalCode	nomenclaturalStatus	occurrenceDetails	occurrenceID	occurrenceRemarks	occurrenceStatus	order	originalNameUsage	originalNameUsageID	otherCatalogNumbers	ownerInstitutionCode	parentNameUsage	parentNameUsageID	phylum	pointRadiusSpatialFit	preparations	previousIdentifications	recordNumber	recordedBy	reproductiveCondition	samplingEffort	samplingProtocol	scientificName	scientificNameID	sex	specificEpithet	startDayOfYear	stateProvince	subgenus	taxonConceptID	taxonID	taxonRank	taxonRemarks	taxonomicStatus	typeStatus	verbatimCoordinateSystem	verbatimDepth	verbatimElevation	verbatimEventDate	verbatimLocality	verbatimSRS	verbatimTaxonRank	vernacularName	waterBody	year	datasetKey	publishingCountry	lastInterpreted	coordinateAccuracy	elevation	elevationAccuracy	depth	depthAccuracy	distanceAboveSurface	distanceAboveSurfaceAccuracy	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	genericName	typifiedName	protocol	lastParsed	lastCrawled
1019895510									Plagiochila tamariscina (UBC B97575)																	103439									en				2014-05-15T00:00Z			http://bridge.botany.ubc.ca/herbarium/details.php?db=Bryophytes.fmp12&layout=Bryophytes_web_details&recid=364421&ass_num=B97575				http://www.canadensys. net/norms	University of British Columbia							PhysicalObject								PRESERVED_SPECIMEN			B97575	Jungermanniopsida	UBC	urn:lsid:biocol.org:col:15106		PR			http://dataset.canadensys.net/ubc-bryophyte-specimens	University of British Columbia Herbarium (UBC) - Bryophytes Collection		9												1937-08-09T00:00Z				Plagiochilaceae							Plagiochila																			F.M. Pagan					University of British Columbia				Plantae								vicinity of adjuntas, on road to guilarte mt.									8							ICBN			103439			Jungermanniales				University of British Columbia			Marchantiophyta		dried		450	F.M. Pagan				Plagiochila (Dum.) Dum.									GENUS						ca 975 m	1937 Aug 09						1937	4edd9396-59df-4b01-9e29-dc21a59f9963	CA	2014-09-17T21:16Z								TAXON_MATCH_HIGHERRANK;COORDINATE_INVALID		false	false	2688968	6	9	126	381	2278	2688968				Plagiochila		DWC_ARCHIVE	2014-09-17T21:14Z	2014-09-17T21:14Z
1019895555									Plagiochila tamariscina (UBC B97577)																	103441									en				2014-05-15T00:00Z			http://bridge.botany.ubc.ca/herbarium/details.php?db=Bryophytes.fmp12&layout=Bryophytes_web_details&recid=364423&ass_num=B97577				http://www.canadensys. net/norms	University of British Columbia							PhysicalObject								PRESERVED_SPECIMEN			B97577	Jungermanniopsida	UBC	urn:lsid:biocol.org:col:15106		PR			http://dataset.canadensys.net/ubc-bryophyte-specimens	University of British Columbia Herbarium (UBC) - Bryophytes Collection		1												1939-06-01T00:00Z				Plagiochilaceae							Plagiochila									on moist banks along roadside										F.M. Pagan					University of British Columbia				Plantae								km 22 ponse-adjuntas road									6							ICBN			103441			Jungermanniales				University of British Columbia			Marchantiophyta		dried		997	F.M. Pagan				Plagiochila (Dum.) Dum.									GENUS							1939 Jun 01						1939	4edd9396-59df-4b01-9e29-dc21a59f9963	CA	2014-09-17T21:16Z								TAXON_MATCH_HIGHERRANK;COORDINATE_INVALID		false	false	2688968	6	9	126	381	2278	2688968				Plagiochila		DWC_ARCHIVE	2014-09-17T21:14Z	2014-09-17T21:14Z
1019895527									Plagiochila tamariscina (UBC B97572)																	103436									en				2014-05-15T00:00Z			http://bridge.botany.ubc.ca/herbarium/details.php?db=Bryophytes.fmp12&layout=Bryophytes_web_details&recid=364418&ass_num=B97572				http://www.canadensys. net/norms	University of British Columbia							PhysicalObject								PRESERVED_SPECIMEN			B97572	Jungermanniopsida	UBC	urn:lsid:biocol.org:col:15106		PR			http://dataset.canadensys.net/ubc-bryophyte-specimens	University of British Columbia Herbarium (UBC) - Bryophytes Collection		9												1937-08-09T00:00Z				Plagiochilaceae							Plagiochila									on living trees										F.M. Pagan					University of British Columbia				Plantae								mt. guilarte, adjuntas									8							ICBN			103436			Jungermanniales				University of British Columbia			Marchantiophyta		dried		428	F.M. Pagan				Plagiochila (Dum.) Dum.									GENUS						ca 1067 m	1937 Aug 09						1937	4edd9396-59df-4b01-9e29-dc21a59f9963	CA	2014-09-17T21:16Z								TAXON_MATCH_HIGHERRANK;COORDINATE_INVALID		false	false	2688968	6	9	126	381	2278	2688968				Plagiochila		DWC_ARCHIVE	2014-09-17T21:14Z	2014-09-17T21:14Z
1019895534									Plagiochila tamariscina (UBC B97576)																	103440									en				2014-05-15T00:00Z			http://bridge.botany.ubc.ca/herbarium/details.php?db=Bryophytes.fmp12&layout=Bryophytes_web_details&recid=364422&ass_num=B97576				http://www.canadensys. net/norms	University of British Columbia							PhysicalObject								PRESERVED_SPECIMEN			B97576	Jungermanniopsida	UBC	urn:lsid:biocol.org:col:15106		PR			http://dataset.canadensys.net/ubc-bryophyte-specimens	University of British Columbia Herbarium (UBC) - Bryophytes Collection		5												1938-08-05T00:00Z				Plagiochilaceae							Plagiochila									on twigs and on river bank										F.M. Pagan					University of British Columbia				Plantae								near cabin #4, el yunque									8							ICBN			103440			Jungermanniales				University of British Columbia			Marchantiophyta		dried		829	F.M. Pagan				Plagiochila (Dum.) Dum.									GENUS							1938 Aug 05						1938	4edd9396-59df-4b01-9e29-dc21a59f9963	CA	2014-09-17T21:16Z								TAXON_MATCH_HIGHERRANK;COORDINATE_INVALID		false	false	2688968	6	9	126	381	2278	2688968				Plagiochila		DWC_ARCHIVE	2014-09-17T21:14Z	2014-09-17T21:14Z
1019895551									Plagiochila tamariscina (UBC B97573)																	103437									en				2014-05-15T00:00Z			http://bridge.botany.ubc.ca/herbarium/details.php?db=Bryophytes.fmp12&layout=Bryophytes_web_details&recid=364419&ass_num=B97573				http://www.canadensys. net/norms	University of British Columbia							PhysicalObject								PRESERVED_SPECIMEN			B97573	Jungermanniopsida	UBC	urn:lsid:biocol.org:col:15106		PR			http://dataset.canadensys.net/ubc-bryophyte-specimens	University of British Columbia Herbarium (UBC) - Bryophytes Collection		9												1937-08-09T00:00Z				Plagiochilaceae							Plagiochila																			F.M. Pagan					University of British Columbia				Plantae								guilarte mt., adjuntas									8							ICBN			103437			Jungermanniales				University of British Columbia			Marchantiophyta		dried		435	F.M. Pagan				Plagiochila (Dum.) Dum.									GENUS						ca 823 m	1937 Aug 09						1937	4edd9396-59df-4b01-9e29-dc21a59f9963	CA	2014-09-17T21:16Z								TAXON_MATCH_HIGHERRANK;COORDINATE_INVALID		false	false	2688968	6	9	126	381	2278	2688968				Plagiochila		DWC_ARCHIVE	2014-09-17T21:14Z	2014-09-17T21:14Z
1019883528									Leucobryum giganteum (UBC B72963)																	81305									en				2014-05-15T00:00Z			http://bridge.botany.ubc.ca/herbarium/details.php?db=Bryophytes.fmp12&layout=Bryophytes_web_details&recid=342287&ass_num=B72963				http://www.canadensys. net/norms	University of British Columbia							PhysicalObject								PRESERVED_SPECIMEN			B72963	Bryopsida	UBC	urn:lsid:biocol.org:col:15106		PR			http://dataset.canadensys.net/ubc-bryophyte-specimens	University of British Columbia Herbarium (UBC) - Bryophytes Collection		29												1939-12-29T00:00Z				Dicranaceae							Leucobryum									on earth and rotten wood, high ridge															University of British Columbia				Plantae								at km 14.6, maricao, sabana grande rd, maricao, insular forest									12							ICBN			81305			Dicranales				University of British Columbia			Bryophyta		dried		5523	W.C. Steere				Leucobryum giganteum C. Müller, 1848			giganteum						SPECIES							1939 Dec 29						1939	4edd9396-59df-4b01-9e29-dc21a59f9963	CA	2014-09-17T21:15Z								COORDINATE_INVALID		false	false	2675649	6	35	327	1335	4635	2675642		2675649	Leucobryum giganteum	Leucobryum		DWC_ARCHIVE	2014-09-17T21:13Z	2014-09-17T21:13Z
1019883540									Leucobryum crispum (UBC B72793)																	81279									en				2014-05-15T00:00Z			http://bridge.botany.ubc.ca/herbarium/details.php?db=Bryophytes.fmp12&layout=Bryophytes_web_details&recid=342261&ass_num=B72793				http://www.canadensys. net/norms	University of British Columbia							PhysicalObject								PRESERVED_SPECIMEN			B72793	Bryopsida	UBC	urn:lsid:biocol.org:col:15106		PR			http://dataset.canadensys.net/ubc-bryophyte-specimens	University of British Columbia Herbarium (UBC) - Bryophytes Collection																		Dicranaceae							Leucobryum																								University of British Columbia				Plantae								catalina-yunque trail, luquillo mts																ICBN			81279			Dicranales				University of British Columbia			Bryophyta		dried		7685	E.G. Britton				Leucobryum crispum C. Müller, 1848			crispum						SPECIES							1923 Feb 23-26							4edd9396-59df-4b01-9e29-dc21a59f9963	CA	2014-09-17T21:15Z								COORDINATE_INVALID		false	false	2675671	6	35	327	1335	4635	2675642		2675671	Leucobryum crispum	Leucobryum		DWC_ARCHIVE	2014-09-17T21:13Z	2014-09-17T21:13Z
1019883545									Leucobryum crispum (UBC B72801)																	81287									en				2014-05-15T00:00Z			http://bridge.botany.ubc.ca/herbarium/details.php?db=Bryophytes.fmp12&layout=Bryophytes_web_details&recid=342269&ass_num=B72801				http://www.canadensys. net/norms	University of British Columbia							PhysicalObject								PRESERVED_SPECIMEN			B72801	Bryopsida	UBC	urn:lsid:biocol.org:col:15106		PR			http://dataset.canadensys.net/ubc-bryophyte-specimens	University of British Columbia Herbarium (UBC) - Bryophytes Collection		29												1939-09-29T00:00Z				Dicranaceae							Leucobryum									on rotten log in mossy forest															University of British Columbia				Plantae								el yunque sierra de lyquillo									9							ICBN			81287			Dicranales				University of British Columbia			Bryophyta		dried		4128	W.C. Steere				Leucobryum crispum C. Müller, 1848			crispum						SPECIES							1939 Sep 29						1939	4edd9396-59df-4b01-9e29-dc21a59f9963	CA	2014-09-17T21:15Z								COORDINATE_INVALID		false	false	2675671	6	35	327	1335	4635	2675642		2675671	Leucobryum crispum	Leucobryum		DWC_ARCHIVE	2014-09-17T21:13Z	2014-09-17T21:13Z
1019884192									Kurzia capillaris (UBC B74213)																	82572									en				2014-05-15T00:00Z			http://bridge.botany.ubc.ca/herbarium/details.php?db=Bryophytes.fmp12&layout=Bryophytes_web_details&recid=343554&ass_num=B74213				http://www.canadensys. net/norms	University of British Columbia							PhysicalObject								PRESERVED_SPECIMEN			B74213	Jungermanniopsida	UBC	urn:lsid:biocol.org:col:15106		PR			http://dataset.canadensys.net/ubc-bryophyte-specimens	University of British Columbia Herbarium (UBC) - Bryophytes Collection		27												1937-02-27T00:00Z				Lepidoziaceae							Kurzia									on banks adjuntas															University of British Columbia				Plantae								jayuya road									2							ICBN			82572			Jungermanniales				University of British Columbia			Marchantiophyta		dried		136	F.M. Pagan				Kurzia Martens, 1870									GENUS							1937 Feb 27						1937	4edd9396-59df-4b01-9e29-dc21a59f9963	CA	2014-09-17T21:15Z								TAXON_MATCH_HIGHERRANK;COORDINATE_INVALID		false	false	2689090	6	9	126	381	2280	2689090				Kurzia		DWC_ARCHIVE	2014-09-17T21:13Z	2014-09-17T21:13Z
1019884137									Kurzia capillaris (UBC B74214)																	82573									en				2014-05-15T00:00Z			http://bridge.botany.ubc.ca/herbarium/details.php?db=Bryophytes.fmp12&layout=Bryophytes_web_details&recid=343555&ass_num=B74214				http://www.canadensys. net/norms	University of British Columbia							PhysicalObject								PRESERVED_SPECIMEN			B74214	Jungermanniopsida	UBC	urn:lsid:biocol.org:col:15106		PR			http://dataset.canadensys.net/ubc-bryophyte-specimens	University of British Columbia Herbarium (UBC) - Bryophytes Collection		17												1937-08-17T00:00Z				Lepidoziaceae							Kurzia									on moist banks near river															University of British Columbia				Plantae								el yunque									8							ICBN			82573			Jungermanniales				University of British Columbia			Marchantiophyta		dried		478	F.M. Pagan				Kurzia Martens, 1870									GENUS							1937 Aug 17						1937	4edd9396-59df-4b01-9e29-dc21a59f9963	CA	2014-09-17T21:15Z								TAXON_MATCH_HIGHERRANK;COORDINATE_INVALID		false	false	2689090	6	9	126	381	2280	2689090				Kurzia		DWC_ARCHIVE	2014-09-17T21:13Z	2014-09-17T21:13Z
1019884182									Kurzia capillaris (UBC B74215)																	82574									en				2014-05-15T00:00Z			http://bridge.botany.ubc.ca/herbarium/details.php?db=Bryophytes.fmp12&layout=Bryophytes_web_details&recid=343556&ass_num=B74215				http://www.canadensys. net/norms	University of British Columbia							PhysicalObject								PRESERVED_SPECIMEN			B74215	Jungermanniopsida	UBC	urn:lsid:biocol.org:col:15106		PR			http://dataset.canadensys.net/ubc-bryophyte-specimens	University of British Columbia Herbarium (UBC) - Bryophytes Collection		4												1937-09-04T00:00Z				Lepidoziaceae							Kurzia									on moist shady banks															University of British Columbia				Plantae								trail to el yunque mts.									9							ICBN			82574			Jungermanniales				University of British Columbia			Marchantiophyta		dried		537	F.M. Pagan				Kurzia Martens, 1870									GENUS						ca 549 m	1937 Sep 04						1937	4edd9396-59df-4b01-9e29-dc21a59f9963	CA	2014-09-17T21:15Z								TAXON_MATCH_HIGHERRANK;COORDINATE_INVALID		false	false	2689090	6	9	126	381	2280	2689090				Kurzia		DWC_ARCHIVE	2014-09-17T21:13Z	2014-09-17T21:13Z
1019884412									Leucobryum martianum (UBC B73288)																	83202									en				2014-05-15T00:00Z			http://bridge.botany.ubc.ca/herbarium/details.php?db=Bryophytes.fmp12&layout=Bryophytes_web_details&recid=344184&ass_num=B73288				http://www.canadensys. net/norms	University of British Columbia							PhysicalObject								PRESERVED_SPECIMEN			B73288	Bryopsida	UBC	urn:lsid:biocol.org:col:15106		PR			http://dataset.canadensys.net/ubc-bryophyte-specimens	University of British Columbia Herbarium (UBC) - Bryophytes Collection		20												1939-05-20T00:00Z				Dicranaceae							Leucobryum									on decayed wood along trail to the pinnacles															University of British Columbia				Plantae								sierra de luquillo									5							ICBN			83202			Dicranales				University of British Columbia			Bryophyta		dried		92	M.A. Harvey				Leucobryum martianum Hampe ex C. Müller, 1843			martianum						SPECIES							1939 May 20						1939	4edd9396-59df-4b01-9e29-dc21a59f9963	CA	2014-09-17T21:15Z								COORDINATE_INVALID		false	false	2675720	6	35	327	1335	4635	2675642		2675720	Leucobryum martianum	Leucobryum		DWC_ARCHIVE	2014-09-17T21:13Z	2014-09-17T21:13Z
1019884464									Leucobryum martianum (UBC B73290)																	83204									en				2014-05-15T00:00Z			http://bridge.botany.ubc.ca/herbarium/details.php?db=Bryophytes.fmp12&layout=Bryophytes_web_details&recid=344186&ass_num=B73290				http://www.canadensys. net/norms	University of British Columbia							PhysicalObject								PRESERVED_SPECIMEN			B73290	Bryopsida	UBC	urn:lsid:biocol.org:col:15106		PR			http://dataset.canadensys.net/ubc-bryophyte-specimens	University of British Columbia Herbarium (UBC) - Bryophytes Collection		1												1914-01-01T00:00Z				Dicranaceae							Leucobryum									on trees and branches															University of British Columbia				Plantae								pr									1							ICBN			83204			Dicranales				University of British Columbia			Bryophyta		dried		s.n.	J.A. Shafer				Leucobryum martianum Hampe ex C. Müller, 1843			martianum						SPECIES							1914 Jul - Aug 05						1914	4edd9396-59df-4b01-9e29-dc21a59f9963	CA	2014-09-17T21:15Z								COORDINATE_INVALID		false	false	2675720	6	35	327	1335	4635	2675642		2675720	Leucobryum martianum	Leucobryum		DWC_ARCHIVE	2014-09-17T21:13Z	2014-09-17T21:13Z
1019884507									Leucobryum martianum (UBC B73292)																	83206									en				2014-05-15T00:00Z			http://bridge.botany.ubc.ca/herbarium/details.php?db=Bryophytes.fmp12&layout=Bryophytes_web_details&recid=344188&ass_num=B73292				http://www.canadensys. net/norms	University of British Columbia							PhysicalObject								PRESERVED_SPECIMEN			B73292	Bryopsida	UBC	urn:lsid:biocol.org:col:15106		PR			http://dataset.canadensys.net/ubc-bryophyte-specimens	University of British Columbia Herbarium (UBC) - Bryophytes Collection		29												1939-09-29T00:00Z				Dicranaceae							Leucobryum									on rotten log in fog forest															University of British Columbia				Plantae								el duque, sierra de luquillo									9							ICBN			83206			Dicranales				University of British Columbia			Bryophyta		dried		4100	W.C. Steere				Leucobryum martianum Hampe ex C. Müller, 1843			martianum						SPECIES							1939 Sep 29						1939	4edd9396-59df-4b01-9e29-dc21a59f9963	CA	2014-09-17T21:15Z								COORDINATE_INVALID		false	false	2675720	6	35	327	1335	4635	2675642		2675720	Leucobryum martianum	Leucobryum		DWC_ARCHIVE	2014-09-17T21:13Z	2014-09-17T21:13Z
1019884576									Octoblepharum pulvinatum (UBC B73646)																	83499									en				2014-05-15T00:00Z			http://bridge.botany.ubc.ca/herbarium/details.php?db=Bryophytes.fmp12&layout=Bryophytes_web_details&recid=344481&ass_num=B73646				http://www.canadensys. net/norms	University of British Columbia							PhysicalObject								PRESERVED_SPECIMEN			B73646	Bryopsida	UBC	urn:lsid:biocol.org:col:15106		PR			http://dataset.canadensys.net/ubc-bryophyte-specimens	University of British Columbia Herbarium (UBC) - Bryophytes Collection		26												1940-01-26T00:00Z				Dicranaceae							Octoblepharum									on rotten wood															University of British Columbia				Plantae								nw side of sierra de luquillo , above verde									1							ICBN			83499			Dicranales				University of British Columbia			Bryophyta		dried		6270	W.C. Steere				Octoblepharum pulvinatum Mitten, 1869			pulvinatum						SPECIES							1940 Jan 26						1940	4edd9396-59df-4b01-9e29-dc21a59f9963	CA	2014-09-17T21:15Z								COORDINATE_INVALID		false	false	2674628	6	35	327	1335	4635	2674618		2674628	Octoblepharum pulvinatum	Octoblepharum		DWC_ARCHIVE	2014-09-17T21:13Z	2014-09-17T21:13Z
1019884491									Micropterygium portoricense (UBC B75475)																	83189									en				2014-05-15T00:00Z			http://bridge.botany.ubc.ca/herbarium/details.php?db=Bryophytes.fmp12&layout=Bryophytes_web_details&recid=344171&ass_num=B75475				http://www.canadensys. net/norms	University of British Columbia							PhysicalObject								PRESERVED_SPECIMEN			B75475	Jungermanniopsida	UBC	urn:lsid:biocol.org:col:15106		PR			http://dataset.canadensys.net/ubc-bryophyte-specimens	University of British Columbia Herbarium (UBC) - Bryophytes Collection		8												1937-03-08T00:00Z				Lepidoziaceae							Micropterygium																			F.M. Pagan					University of British Columbia				Plantae								bo. cubuy, canovanas									3							ICBN			83189			Jungermanniales				University of British Columbia			Marchantiophyta		dried		384	F.M. Pagan				Micropterygium Lindenberg, C.G.D. Nees & Gottsche in Gottsche, Lindenberg & C.G.D. Nees, 1845									GENUS							1937 Mar 08						1937	4edd9396-59df-4b01-9e29-dc21a59f9963	CA	2014-09-17T21:15Z								TAXON_MATCH_HIGHERRANK;COORDINATE_INVALID		false	false	2689112	6	9	126	381	2280	2689112				Micropterygium		DWC_ARCHIVE	2014-09-17T21:13Z	2014-09-17T21:13Z
1019884616									Leucobryum polakowskyi (UBC B73340)																	83256									en				2014-05-15T00:00Z			http://bridge.botany.ubc.ca/herbarium/details.php?db=Bryophytes.fmp12&layout=Bryophytes_web_details&recid=344238&ass_num=B73340				http://www.canadensys. net/norms	University of British Columbia							PhysicalObject								PRESERVED_SPECIMEN			B73340	Bryopsida	UBC	urn:lsid:biocol.org:col:15106		PR			http://dataset.canadensys.net/ubc-bryophyte-specimens	University of British Columbia Herbarium (UBC) - Bryophytes Collection		1												1939-10-01T00:00Z				Dicranaceae							Leucobryum									base of sierra palm															University of British Columbia				Plantae								upper slopes of la torreilla, barraquitas									10							ICBN			83256			Dicranales				University of British Columbia			Bryophyta		dried		4621	W.C. Steere				Leucobryum polakowskyi Cardot, 1901			polakowskyi						SPECIES							1939 Oct						1939	4edd9396-59df-4b01-9e29-dc21a59f9963	CA	2014-09-17T21:15Z								COORDINATE_INVALID		false	false	2675673	6	35	327	1335	4635	2675642		2675673	Leucobryum polakowskyi	Leucobryum		DWC_ARCHIVE	2014-09-17T21:13Z	2014-09-17T21:13Z
1019884482									Leucobryum martianum (UBC B73291)																	83205									en				2014-05-15T00:00Z			http://bridge.botany.ubc.ca/herbarium/details.php?db=Bryophytes.fmp12&layout=Bryophytes_web_details&recid=344187&ass_num=B73291				http://www.canadensys. net/norms	University of British Columbia							PhysicalObject								PRESERVED_SPECIMEN			B73291	Bryopsida	UBC	urn:lsid:biocol.org:col:15106		PR			http://dataset.canadensys.net/ubc-bryophyte-specimens	University of British Columbia Herbarium (UBC) - Bryophytes Collection		21												1939-09-21T00:00Z				Dicranaceae							Leucobryum									rotten log															University of British Columbia				Plantae								summit of el yunque, sierra due luquillo									9							ICBN			83205			Dicranales				University of British Columbia			Bryophyta		dried		4040	W.C. Steere				Leucobryum martianum Hampe ex C. Müller, 1843			martianum						SPECIES							1939 Sep 21						1939	4edd9396-59df-4b01-9e29-dc21a59f9963	CA	2014-09-17T21:15Z								COORDINATE_INVALID		false	false	2675720	6	35	327	1335	4635	2675642		2675720	Leucobryum martianum	Leucobryum		DWC_ARCHIVE	2014-09-17T21:13Z	2014-09-17T21:13Z
1019884438									Leucobryum martianum (UBC B73289)																	83203									en				2014-05-15T00:00Z			http://bridge.botany.ubc.ca/herbarium/details.php?db=Bryophytes.fmp12&layout=Bryophytes_web_details&recid=344185&ass_num=B73289				http://www.canadensys. net/norms	University of British Columbia							PhysicalObject								PRESERVED_SPECIMEN			B73289	Bryopsida	UBC	urn:lsid:biocol.org:col:15106		PR			http://dataset.canadensys.net/ubc-bryophyte-specimens	University of British Columbia Herbarium (UBC) - Bryophytes Collection		27												1967-08-27T00:00Z				Dicranaceae							Leucobryum									on moist rather shaded rock															University of British Columbia				Plantae								crest of ridge near el yunque along hwy 191 s of palmer									8							ICBN			83203			Dicranales				University of British Columbia			Bryophyta		dried		7642	D.H. Norris				Leucobryum martianum Hampe ex C. Müller, 1843			martianum						SPECIES							1967 Aug 27						1967	4edd9396-59df-4b01-9e29-dc21a59f9963	CA	2014-09-17T21:15Z								COORDINATE_INVALID		false	false	2675720	6	35	327	1335	4635	2675642		2675720	Leucobryum martianum	Leucobryum		DWC_ARCHIVE	2014-09-17T21:13Z	2014-09-17T21:13Z
1019884445									Micropterygium exalatum (UBC B75473)																	83187									en				2014-05-15T00:00Z			http://bridge.botany.ubc.ca/herbarium/details.php?db=Bryophytes.fmp12&layout=Bryophytes_web_details&recid=344169&ass_num=B75473				http://www.canadensys. net/norms	University of British Columbia							PhysicalObject								PRESERVED_SPECIMEN			B75473	Jungermanniopsida	UBC	urn:lsid:biocol.org:col:15106		PR			http://dataset.canadensys.net/ubc-bryophyte-specimens	University of British Columbia Herbarium (UBC) - Bryophytes Collection		8												1937-03-08T00:00Z				Lepidoziaceae							Micropterygium																			F.M. Pagan					University of British Columbia				Plantae								near torito mt., bo. cubuy, canovanas									3							ICBN			83187			Jungermanniales				University of British Columbia			Marchantiophyta		dried		372	F.M. Pagan				Micropterygium Lindenberg, C.G.D. Nees & Gottsche in Gottsche, Lindenberg & C.G.D. Nees, 1845									GENUS							1937 Mar 08						1937	4edd9396-59df-4b01-9e29-dc21a59f9963	CA	2014-09-17T21:15Z								TAXON_MATCH_HIGHERRANK;COORDINATE_INVALID		false	false	2689112	6	9	126	381	2280	2689112				Micropterygium		DWC_ARCHIVE	2014-09-17T21:13Z	2014-09-17T21:13Z
1019884592									Leucobryum polakowskyi (UBC B73339)																	83255									en				2014-05-15T00:00Z			http://bridge.botany.ubc.ca/herbarium/details.php?db=Bryophytes.fmp12&layout=Bryophytes_web_details&recid=344237&ass_num=B73339				http://www.canadensys. net/norms	University of British Columbia							PhysicalObject								PRESERVED_SPECIMEN			B73339	Bryopsida	UBC	urn:lsid:biocol.org:col:15106		PR			http://dataset.canadensys.net/ubc-bryophyte-specimens	University of British Columbia Herbarium (UBC) - Bryophytes Collection		10												1915-02-10T00:00Z				Dicranaceae							Leucobryum																								University of British Columbia				Plantae								river valley									2							ICBN			83255			Dicranales				University of British Columbia			Bryophyta		dried		s.n.	E.G. Britton				Leucobryum polakowskyi Cardot, 1901			polakowskyi						SPECIES							1915 Feb 10						1915	4edd9396-59df-4b01-9e29-dc21a59f9963	CA	2014-09-17T21:15Z								COORDINATE_INVALID		false	false	2675673	6	35	327	1335	4635	2675642		2675673	Leucobryum polakowskyi	Leucobryum		DWC_ARCHIVE	2014-09-17T21:13Z	2014-09-17T21:13Z
1019884744									Octoblepharum albidum (UBC B73604)																	83417									en				2014-05-15T00:00Z			http://bridge.botany.ubc.ca/herbarium/details.php?db=Bryophytes.fmp12&layout=Bryophytes_web_details&recid=344399&ass_num=B73604				http://www.canadensys. net/norms	University of British Columbia							PhysicalObject								PRESERVED_SPECIMEN			B73604	Bryopsida	UBC	urn:lsid:biocol.org:col:15106		PR			http://dataset.canadensys.net/ubc-bryophyte-specimens	University of British Columbia Herbarium (UBC) - Bryophytes Collection																		Dicranaceae							Octoblepharum																								University of British Columbia				Plantae																								ICBN			83417			Dicranales				University of British Columbia			Bryophyta		dried		s.n.	E.G. Britton				Octoblepharum albidum Hedwig, 1801			albidum						SPECIES							[Unknown?]							4edd9396-59df-4b01-9e29-dc21a59f9963	CA	2014-09-17T21:15Z								COORDINATE_INVALID		false	false	2674625	6	35	327	1335	4635	2674618		2674625	Octoblepharum albidum	Octoblepharum		DWC_ARCHIVE	2014-09-17T21:13Z	2014-09-17T21:13Z
